NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0028023	Grupo Interinstitucional de Investigación en Geometría y Topología	1/08/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1A	Matemática	Ciencias naturales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0017469	Potencia y Energía	1/01/1985	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	32
Convocatoria 781 de 2017	1/01/2017	COL0012079	INNOTEC	1/06/1995	Bucaramanga	Santander	Colombia	Centro Oriente	68001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0016686	UNIMOL	1/09/2000	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3B	Medicina clínica	Ciencias médicas y de la salud	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0013227	Lenguaje, Cognición y Educación	1/02/1997	Cali	Valle del Cauca	Colombia	Pacífico	76001	5A	Psicología	Ciencias sociales	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0083212	Grupo de Investigación en Derecho Privado de la Facultad de Jurisprudencia de la Universidad del Rosario	1/10/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0010969	Grupo de Saneamiento Ambiental	1/07/1993	Cali	Valle del Cauca	Colombia	Pacífico	76001	2G	Ingeniería ambiental	Ingeniería y tecnología	A1	5	24
Convocatoria 781 de 2017	1/01/2017	COL0006616	GRUPO INTERINSTITUCIONAL DE INVESTIGACION EN SUELOS SULFATADOS ACIDOS TROPICALES	1/01/2000	Tunja	Boyacá	Colombia	Centro Oriente	15001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0010762	Grupo de Nutrición	1/06/1995	Cali	Valle del Cauca	Colombia	Pacífico	76001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	22
Convocatoria 781 de 2017	1/01/2017	COL0049711	Biosistematica	1/03/2001	Quibdó	Chocó	Colombia	Pacífico	27001	1F	Ciencias biológicas	Ciencias naturales	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0132729	CUIDADO Y VIDA	1/01/2011	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0016229	Modelado Matemático	1/05/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1A	Matemática	Ciencias naturales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0015704	Residualidad y Destino Ambiental de Plaguicidas en Sistemas Agricolas	1/01/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0044045	Fisiología Celular y Molecular	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0031289	Grupo Interdisciplinario de Investigación en Energía y Medio Ambiente-GIIMA.	1/06/2001	Barranquilla	Atlántico	Colombia	Caribe	8001	2C	Ingeniería mecánica	Ingeniería y tecnología	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0018349	Botanica	1/03/2003	Montería	Córdoba	Colombia	Caribe	23001	1F	Ciencias biológicas	Ciencias naturales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0004569	Estudio y aprovechamiento de Productos Naturales Marinos y Frutas de Colombia	1/01/1985	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	A1	5	32
Convocatoria 781 de 2017	1/01/2017	COL0141942	Educación y regionalización en CTeI - GIER	1/02/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	7
Convocatoria 781 de 2017	1/01/2017	COL0061509	Física Matemática	1/10/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0055011	Conservación, uso y biodiversidad 	1/01/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0082654	ESTUDIOS SOCIALES INTERDISCIPLINARES -ESI-	1/01/2006	Santa Marta	Magdalena	Colombia	Caribe	47001	5I	Otras ciencias sociales	Ciencias sociales	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0009654	Grupo de Investigación  en Derecho Público	1/08/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A1	5	19
Convocatoria 781 de 2017	1/01/2017	COL0019499	Dermatología	1/10/1996	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	21
Convocatoria 781 de 2017	1/01/2017	COL0074714	Grupo de Investigación en Ingeniería Civil de la Universidad de la Costa, GINICUC	1/07/2006	Barranquilla	Atlántico	Colombia	Caribe	8001	2A	Ingeniería civil	Ingeniería y tecnología	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0112486	Laboratorio escénico Univalle, grupo de creación e investigación	1/03/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	6D	Arte	Humanidades	C	2	18
Convocatoria 781 de 2017	1/01/2017	COL0011732	HISTORIA EMPRESARIAL EAFIT	1/03/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0074877	Grupo de Investigación en Matemáticas, Física y Computación-FIZMAKO	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0012945	LIMNOLOGIA AMAZONICA	1/11/1989	Leticia	Amazonas	Colombia	Centro Sur	91001	1F	Ciencias biológicas	Ciencias naturales	B	3	28
Convocatoria 781 de 2017	1/01/2017	COL0007328	Grupo de Investigación en Fisiología y Bioquímica - Physis	1/09/1995	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3A	Medicina básica	Ciencias médicas y de la salud	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0011169	Grupo de estudios en Mercadeo	1/01/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A	4	19
Convocatoria 781 de 2017	1/01/2017	COL0078428	MICOBAC-UN	1/12/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0060316	BACTERIAS ACIDO LÁCTICAS Y SUS APLICACIONES BIOTECNOLOGICAS- INDUSTRIALES	1/03/2006	Palmira	Valle del Cauca	Colombia	Pacífico	76520	2I	Biotecnología industrial	Ingeniería y tecnología	A1	5	11
Convocatoria 781 de 2017	1/01/2017	COL0003623	Diseño y Formulación de Medicamentos, Cosméticos y Afines	1/01/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3A	Medicina básica	Ciencias médicas y de la salud	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0027311	Vivencias	1/07/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0040135	Agroindustrialización GIDA	1/03/2004	Armenia	Quindío	Colombia	Eje Cafetero	63001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0008924	Grupo de Investigaciones en Derecho	1/09/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5E	Derecho	Ciencias sociales	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0122141	Grupo de Investigación en Salud y Comunidad	1/01/2007	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0046086	Grupo de Investigacion en Salud del Adulto Mayor (GISAM)	1/09/2005	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3A	Medicina básica	Ciencias médicas y de la salud	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0063603	GRUPO DE INVESTIGACION EN PROCESOS DE SEPARACION NO CONVENCIONALES (GPS)	1/01/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2D	Ingeniería química	Ingeniería y tecnología	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0157058	IPROSOCOGUA: Intervención y Proyección Social en las Comunidades Guajiras	1/09/2011	Riohacha	La Guajira	Colombia	Caribe	44001	5D	Sociología	Ciencias sociales	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0006044	GRUPO DE PATOBIOLOGIA VETERINARIA  	1/01/1990	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4C	Ciencias veterinarias	Ciencias agrícolas	Reconocido	0	27
Convocatoria 781 de 2017	1/01/2017	COL0035654	LENGUAJE, DISCURSO Y COMPLEJIDAD	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6B	Idiomas y literatura	Humanidades	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0025344	Marginalidad, espacialidad y desarrollo sostenible	1/01/1999	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5I	Otras ciencias sociales	Ciencias sociales	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0052519	Conservación y Biotecnología	1/08/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	1F	Ciencias biológicas	Ciencias naturales	A1	5	12
Convocatoria 781 de 2017	1/01/2017	COL0017834	PATOLOGIA QUIRURGICA US	1/06/2005	Chía	Cundinamarca	Colombia	Centro Oriente	25175	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0147768	Grupo de investigación en ingeniería en la educación STEM+B	1/02/2012	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	5
Convocatoria 781 de 2017	1/01/2017	COL0057203	Teoría de Matrices	1/06/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0089691	ENERGÉTICA	1/03/1994	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	23
Convocatoria 781 de 2017	1/01/2017	COL0033319	Grupo de Materia Condensada-UdeA	1/05/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1C	Ciencias físicas	Ciencias naturales	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0030021	Grupo de investigación Traslacional	1/01/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0012453	BIO-ORGANIZACIONES	1/12/2000	Barranquilla	Atlántico	Colombia	Caribe	8001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0005421	GEOMÁTICA, Gestión y optimización de sistemas	1/05/1998	Bucaramanga	Santander	Colombia	Centro Oriente	68001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	Reconocido	0	19
Convocatoria 781 de 2017	1/01/2017	COL0087641	Aracnidos de Colombia	1/01/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0010869	Grupo de Investigación en Recursos Hídricos y Saneamiento Ambiental	1/03/1997	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	20
Convocatoria 781 de 2017	1/01/2017	COL0008549	Grupo de Historia Colonial	1/01/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6A	Historia y arqueología	Humanidades	B	3	20
Convocatoria 781 de 2017	1/01/2017	COL0045131	GRINDES	1/03/2006	Pamplona	Norte de Santander	Colombia	Centro Oriente	54518	5B	Economía y negocios	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0003534	Didáctica de la Matemática	1/01/1995	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	22
Convocatoria 781 de 2017	1/01/2017	COL0126561	GICSH: Grupo de Investigación en Ciencias Sociales y Humanas	1/05/2014	Cúcuta	Norte de Santander	Colombia	Centro Oriente	54001	5B	Economía y negocios	Ciencias sociales	Reconocido	0	3
Convocatoria 781 de 2017	1/01/2017	COL0018699	Euler	1/01/1999	Cúcuta	Norte de Santander	Colombia	Centro Oriente	54001	1A	Matemática	Ciencias naturales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0121162	EDUCACIÓN, DERECHOS HUMANOS Y CIUDADANÍA	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	10
Convocatoria 781 de 2017	1/01/2017	COL0016944	Grupo de Investigación Biomédica Traslacional	1/08/1999	Floridablanca	Santander	Colombia	Centro Oriente	68276	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	18
Convocatoria 781 de 2017	1/01/2017	COL0031154	GRUPO INVESTIGACION COMERCIO Y COMPORTAMIENTO DEL CONSUMIDOR	1/01/2004	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	5B	Economía y negocios	Ciencias sociales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0006419	GRUPO DE INVESTIGACIÓN SOBRE NUEVOS MATERIALES	1/06/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2E	Ingeniería de los materiales	Ingeniería y tecnología	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0122796	Estudios Interdisciplinarios sobre Educación -ESINED-	1/01/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5C	Ciencias de la educación	Ciencias sociales	A	4	8
Convocatoria 781 de 2017	1/01/2017	COL0170292	Evo-Devo en Plantas	1/01/2014	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0007927	Centro de Investigación, Innovación y Desarrollo de Materiales - CIDEMAT - Anteriormente: Grupo de Corrosión y Protección	1/07/1984	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2E	Ingeniería de los materiales	Ingeniería y tecnología	A1	5	33
Convocatoria 781 de 2017	1/01/2017	COL0041929	Biomateriales y Biotecnología  (BEO)	1/07/1998	Cali	Valle del Cauca	Colombia	Pacífico	76001	3D	Biotecnología en salud	Ciencias médicas y de la salud	C	2	19
Convocatoria 781 de 2017	1/01/2017	COL0008002	Grupo de Educación en Ciencias Experimentales y Matemáticas - GECEM	1/03/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5C	Ciencias de la educación	Ciencias sociales	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0004049	ECONOMÍA REGIONAL Y AMBIENTAL - GERA	1/06/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0003383	Desarrollo Humano y Organizacional	1/01/1995	Pereira	Risaralda	Colombia	Eje Cafetero	66001	5B	Economía y negocios	Ciencias sociales	B	3	22
Convocatoria 781 de 2017	1/01/2017	COL0147641	Biología matemática y computacional BIOMAC	1/01/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1G	Otras ciencias naturales	Ciencias naturales	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0005609	GIPAB (Grupo de Investigación en Ingeniería de los Procesos Agroalimentarios y Biotecnológicos)	1/09/1995	Cali	Valle del Cauca	Colombia	Pacífico	76001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	22
Convocatoria 781 de 2017	1/01/2017	COL0007739	Grupo de Automatizacion y Control.	1/08/1999	Pamplona	Norte de Santander	Colombia	Centro Oriente	54518	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0072399	Producción Limpia Choc Izone	1/03/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2G	Ingeniería ambiental	Ingeniería y tecnología	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0075659	Grupo Epidemiologia de las Lesiones y Trauma	1/01/2007	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0048017	Grupo de Investigación en Inteligencia Computacional y Automática. GIICA	1/08/2005	Envigado	Antioquia	Colombia	Eje Cafetero	5266	1B	Computación y ciencias de la información	Ciencias naturales	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0009716	Grupo de Investigación en Estadística Universidad Nacional de Colombia, Sede Medellín	1/01/1985	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1A	Matemática	Ciencias naturales	A1	5	32
Convocatoria 781 de 2017	1/01/2017	COL0095302	Gestindustriales EOCA	1/08/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0083464	Educación Superior, conocimiento y globalización	1/04/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0000185	AREA DE CIENCIAS DEL MAR UNIVERSIDAD EAFIT	1/01/1996	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	A1	5	21
Convocatoria 781 de 2017	1/01/2017	COL0045721	Calidad Educativa en un Mundo Plural - CEMPLU	1/01/2004	Santa Marta	Magdalena	Colombia	Caribe	47001	5C	Ciencias de la educación	Ciencias sociales	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0105211	Bíblia y Teología	1/01/2005	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6E	Otras humanidades	Humanidades	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0034236	EXPEDICIONARIOS HUMANÍSTAS	1/01/2007	Tunja	Boyacá	Colombia	Centro Oriente	15001	6E	Otras humanidades	Humanidades	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0059567	Grupo de Alergología Clínica y Experimental (GACE)	1/02/2007	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0008459	Grupo de Fisica Teorica de la Materia Condensada	1/01/1987	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	A1	5	30
Convocatoria 781 de 2017	1/01/2017	COL0106738	Ingenieros Militares	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0026234	Grupo Max Planck	1/11/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	1D	Ciencias químicas	Ciencias naturales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0018259	Territorios	1/05/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	5G	Geografía social y económica	Ciencias sociales	A	4	12
Convocatoria 781 de 2017	1/01/2017	COL0123069	Grupo de investigacion Epilión	1/05/2011	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5I	Otras ciencias sociales	Ciencias sociales	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0066267	LABORATORIO DE SINTESIS ORGANICA	1/01/2004	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1D	Ciencias químicas	Ciencias naturales	A1	5	13
Convocatoria 781 de 2017	1/01/2017	COL0011124	Grupo de Tribología y Superficies	1/01/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2E	Ingeniería de los materiales	Ingeniería y tecnología	A1	5	18
Convocatoria 781 de 2017	1/01/2017	COL0068949	Neurofisiología Comportamental	1/01/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0153119	Grupo de apoyo a la investigación y desarrollo agroalimentario. GAIDA	1/01/2013	Pasto	Nariño	Colombia	Pacífico	52001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0003338	Dermatología CES	1/02/1991	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	26
Convocatoria 781 de 2017	1/01/2017	COL0133842	Grupo de Investigaciones Biológicas de la Orinoquia - GINBIO	1/07/2012	Yopal	Casanare	Colombia	Llano	85001	1F	Ciencias biológicas	Ciencias naturales	C	2	5
Convocatoria 781 de 2017	1/01/2017	COL0006474	GRUPO DE NEUROCIENCIAS DE LA UNIVERSIDAD DEL ROSARIO (NEUROS)	1/04/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0043609	INTERACCIÓN DE POTENCIALIDADES EDUCATIVAS	1/05/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	5C	Ciencias de la educación	Ciencias sociales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0064029	Comunicación Política	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5H	Periodismo y comunicaciones	Ciencias sociales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0046952	Modelos Pedagógicos (Anselmo Caradonna)	1/09/2001	Pasto	Nariño	Colombia	Pacífico	52001	5C	Ciencias de la educación	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0030237	TENDENCIAS ACTUALES EN EDUCACIÓN Y PEDAGOGÍA TAEPE	1/07/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0074376	Salud sexual y procreativa	1/01/2009	Chía	Cundinamarca	Colombia	Centro Oriente	25175	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0031118	GIPELEC - Grupo de Investigación en Pedagogía, Lenguaje y Comunicación	1/02/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6B	Idiomas y literatura	Humanidades	C	2	19
Convocatoria 781 de 2017	1/01/2017	COL0017019	Yacimientos de Hidrocarburos	1/02/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2G	Ingeniería ambiental	Ingeniería y tecnología	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0129661	Grupo de Estudios en Geología Económica y Mineralogía Aplicada GEGEMA	1/06/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0020633	INVEDUSA (Investigación Educativa Universidad Sergio Arboleda)	1/09/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0007041	Astronomía, Astrofísica y Cosmologia	1/03/1990	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	A1	5	27
Convocatoria 781 de 2017	1/01/2017	COL0073904	Biomateriales Dentales	1/01/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0098814	Diseño Sostenible en Ingeniería Mecánica (DSIM)	1/01/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2C	Ingeniería mecánica	Ingeniería y tecnología	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0021532	Observatorio de Medios	1/01/1999	Chía	Cundinamarca	Colombia	Centro Oriente	25175	5H	Periodismo y comunicaciones	Ciencias sociales	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0049874	 Ingeniería y Tecnología de los Alimentos - GINTAL	1/01/2002	Pamplona	Norte de Santander	Colombia	Centro Oriente	54518	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0041759	Cuidado Perioperatorio	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0028112	Raimundo de Peñafort	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0118256	ETICES (Salud, Humanismo y Bioética)	1/01/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0012776	Investigación en palma de aceite	1/01/1991	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	26
Convocatoria 781 de 2017	1/01/2017	COL0003697	ECOLOGÍA DE ESTUARIOS Y MANGLARES	1/01/1996	Cali	Valle del Cauca	Colombia	Pacífico	76001	1F	Ciencias biológicas	Ciencias naturales	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0005744	GRIPE: Grupo Investigador de Problemas en  Enfermedades Infecciosas	1/01/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0011483	Grupo de Investigación sobre Formación y Antropología Pedagógica e Histórica -FORMAPH-	1/12/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5C	Ciencias de la educación	Ciencias sociales	A	4	18
