NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0056574	Simulación, diseño, control y optimización de procesos - SIDCOP	1/01/2006	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0055379	Investigaciones Toxicológicas	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3A	Medicina básica	Ciencias médicas y de la salud	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0157969	Imagenología Fucs	1/05/2013	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3A	Medicina básica	Ciencias médicas y de la salud	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0147051	Laboratorio de Química Orgánica Aplicada	1/11/2013	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1D	Ciencias químicas	Ciencias naturales	C	2	4
Convocatoria 781 de 2017	1/01/2017	COL0147202	GASTRONUTRIPED	1/12/2013	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0000935	Bioingeniería, análisis de señales y procesamiento de imágenes	1/01/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	19
Convocatoria 781 de 2017	1/01/2017	COL0063908	Ciencias del Cuidado en  Enfermeria	1/06/2005	Santa Marta	Magdalena	Colombia	Caribe	47001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0026673	GINEI	1/01/2007	Manizales	Caldas	Colombia	Eje Cafetero	17001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0005083	Filosofía Política	1/02/1995	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6E	Otras humanidades	Humanidades	C	2	22
Convocatoria 781 de 2017	1/01/2017	COL0139149	BIOINNOVA	1/01/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0152276	MODELADO Y COMPUTACIÓN CIENTÍFICA	1/05/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1G	Otras ciencias naturales	Ciencias naturales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0001843	Calidad y Habitabilidad de la Vivienda	1/06/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0120352	Estructura e interacciones sociales	1/01/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	Reconocido	0	12
Convocatoria 781 de 2017	1/01/2017	COL0002985	Cuidado y Práctica en enfermería, salud familiar enfermería familiar y medicion en salud	1/01/1995	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0048625	Profundización en Kinesioterapia	1/05/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0137108	Aplicaciones en Fotoquímica	1/07/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1D	Ciencias químicas	Ciencias naturales	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0027115	POIESIS XXI	1/02/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0029601	Construcción de Ciudadanía, Comunidad y Tejido Social - CRISÁLIDA	1/06/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5I	Otras ciencias sociales	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0148765	Salud Mental y Epidemiología Psiquiátrica	1/01/2011	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0096201	GRIVI - Grupo de Investigacion de Villavicencio	1/11/2004	Villavicencio	Meta	Colombia	Llano	50001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0007678	Grupo de Altas Energías	1/02/1994	Pasto	Nariño	Colombia	Pacífico	52001	1C	Ciencias físicas	Ciencias naturales	C	2	23
Convocatoria 781 de 2017	1/01/2017	COL0055119	CIENCIAS-MATEMÁTICAS Y TECNOLOGIA: C-MyT	1/02/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0169433	CUIDADO DE LA SALUD Y LA VIDA	1/04/2014	Barranquilla	Atlántico	Colombia	Caribe	8001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0084219	MODELAMIENTO PARA LA GESTIÓN DE OPERACIONES (GIMGO)	1/03/2008	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	9
Convocatoria 781 de 2017	1/01/2017	COL0136441	Economia y desarrollo sostenible UCC	1/09/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0011358	Grupo de investigación en virologia y sus patologias asociadas	1/01/1999	Barranquilla	Atlántico	Colombia	Caribe	8001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	18
Convocatoria 781 de 2017	1/01/2017	COL0028444	Investigaciones clínicas en cáncer	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0033579	Agronegocios y Sustentabilidad	1/07/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4E	Otras ciencias agrícolas	Ciencias agrícolas	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0037238	ECOFISIOLOGÌA  AGRARIA	1/01/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	Reconocido	0	16
Convocatoria 781 de 2017	1/01/2017	COL0069527	Sujetos y Acciones Colectivas	1/06/2002	Cali	Valle del Cauca	Colombia	Pacífico	76001	5D	Sociología	Ciencias sociales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0063739	Nuevos Vestigios	1/07/2006	Riohacha	La Guajira	Colombia	Caribe	44001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0030818	INTELLECTUS GRAECUS LATINUS	1/07/2001	Barranquilla	Atlántico	Colombia	Caribe	8001	6E	Otras humanidades	Humanidades	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0062329	Neumología	1/06/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0173329	Innovación Social	1/01/2015	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	2
Convocatoria 781 de 2017	1/01/2017	COL0138796	Grupo de Docencia e Investigación en Física	1/01/2013	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	C	2	4
Convocatoria 781 de 2017	1/01/2017	COL0095661	Grupo de Investigación en Internacionalización de la Contaduría - GIINCO	1/03/2009	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	5B	Economía y negocios	Ciencias sociales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0069376	Niños Heroìcos	1/06/1995	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	22
Convocatoria 781 de 2017	1/01/2017	COL0135023	Grupo de Investigación en Ecología y Conservación Neotropical	1/01/2012	Cali	Valle del Cauca	Colombia	Pacífico	76001	1F	Ciencias biológicas	Ciencias naturales	Reconocido	0	5
Convocatoria 781 de 2017	1/01/2017	COL0075219	Mesa de la Universidad del Valle de Trabajo en Gestacion, Endocrinologia y Reproduccion (MUGER)	1/01/2009	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0025809	Economía y Desarrollo Humano	1/06/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0040162	Grupo de Investigación en Ciencias Administrativas - GICAD	1/01/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	A	4	12
Convocatoria 781 de 2017	1/01/2017	COL0088513	SUELO, AMBIENTE Y SOCIEDAD	1/01/2009	Santa Marta	Magdalena	Colombia	Caribe	47001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0160895	Innovación y Competitividad - INNCOMP	1/04/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0102274	Diseño y Gestión del Hábitat Territorial	1/02/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0011269	Grupo de investigación sobre oralidad, narrativa audiovisual  y  cultura popular en el Caribe Colombiano	1/03/1998	Santa Marta	Magdalena	Colombia	Caribe	47001	6E	Otras humanidades	Humanidades	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0157657	Centro de Investigación Uniagustiniano	1/01/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0036974	Grupo de Investigación y Desarrollo de Ingeniería en Nuevas Tecnologías (GIDINT)	1/09/2004	Tunja	Boyacá	Colombia	Centro Oriente	15001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0123989	Archivo y edición	1/01/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6B	Idiomas y literatura	Humanidades	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0078052	Sistemas I Computacion TIC	1/02/2008	Espinal	Tolima	Colombia	Centro Sur	73268	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0068305	IMB - Grupo de Investigaciòn en Medicina y Biotecnología	1/04/2004	Barranquilla	Atlántico	Colombia	Caribe	8001	1F	Ciencias biológicas	Ciencias naturales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0008316	GRUPO DE INVESTIGACIÓN EN CIENCIA APLICADA PARA EL DESARROLLO DE LA ECORREGIÓN - GICADE	1/01/2006	Armenia	Quindío	Colombia	Eje Cafetero	63001	1C	Ciencias físicas	Ciencias naturales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0171988	Grupo de Investigación en Geociencias - GEO4 	1/01/2013	Barranquilla	Atlántico	Colombia	Caribe	8001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0057849	Análisis y Gestión para la Sostenibilidad Ambiental y Territorial - AGESAT	1/06/2004	Cali	Valle del Cauca	Colombia	Pacífico	76001	5G	Geografía social y económica	Ciencias sociales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0000443	Amenazas Geológicas	1/04/1986	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	31
Convocatoria 781 de 2017	1/01/2017	COL0060441	Diseño, Imagen y Comunicación	1/05/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0032607	Biodiversidad y Recursos Genéticos	1/01/2004	Manizales	Caldas	Colombia	Eje Cafetero	17001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0101759	ELICE-Ecología Lótica: Islas, Costas y Estuarios	1/01/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0105463	GRUPO DE INVESTIGACION PARA LA COMPETITIVIDAD EMPRESARIAL	1/01/2008	Armenia	Quindío	Colombia	Eje Cafetero	63001	5B	Economía y negocios	Ciencias sociales	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0027349	Psicología, salud, trabajo y calidad de vida	1/07/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0094056	Sistemas Integrados para la Gestión	1/06/2009	Manizales	Caldas	Colombia	Eje Cafetero	17001	5I	Otras ciencias sociales	Ciencias sociales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0122384	Ciencias Básicas en Salud (CBS) - FUCS	1/01/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0119137	GRUPO DE INVESTIGACIÓN EN CORROSIÓN, TRIBOLOGIA Y ENERGÍA	1/05/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2E	Ingeniería de los materiales	Ingeniería y tecnología	C	2	6
